Mercado,Fecha,NC Long,NC Short,NC Spread,NC Change,Com Long,Com Short,Retail Long,Retail Short,OI,Cierre
EURUSD,2018-07-17,177390,155983,11297,   -2011,233378,262774,67999,60010,490064,1.170946
EURUSD,2018-07-24,179515,149875,9960,    2125,232134,277207,75056,59623,496665,1.169413
EURUSD,2018-07-31,174549,151724,9600,   -4966,231982,278576,83590,59821,499721,1.170741
EURUSD,2018-08-07,177923,167358,9554,    3374,238559,264653,81150,65621,507186,1.155802
EURUSD,2018-08-14,188428,190217,10195,   10505,246723,257030,81225,69129,526571,1.140251
EURUSD,2018-08-21,188907,193748,10706,     479,254692,258443,77832,69240,532137,1.149135
EURUSD,2018-08-28,171359,178578,17156,  -17548,255809,269383,84800,64007,529124,1.168361
EURUSD,2018-09-04,173335,165372,13706,    1976,254016,283775,86522,64726,527579,1.161548
EURUSD,2018-09-11,164639,153469,19095,   -8696,277060,310471,89698,67457,550492,1.159595
EURUSD,2018-09-18,166468,164802,11748,    1829,205804,228792,81110,59788,465130,1.166916
EURUSD,2018-09-25,172426,168730,14351,    5958,203763,240493,87341,54307,477881,1.175295
EURUSD,2018-10-02,164738,171839,12462,   -7688,224680,234180,77764,61163,479644,1.157756
EURUSD,2018-10-09,162315,178457,10592,   -2423,228799,234237,82096,60516,483802,1.149412
EURUSD,2018-10-16,140817,170161,10614,  -21498,239573,227660,78295,60864,469299,1.158346
EURUSD,2018-10-23,149585,179889,9648,    8768,251035,239190,79561,61102,489829,1.146789
EURUSD,2018-10-30,157691,190353,9688,    8106,253543,238938,83536,65479,504458,1.137618
EURUSD,2018-11-06,148973,195816,10691,   -8718,261621,240069,88908,63617,510193,1.141292
EURUSD,2018-11-13,161860,198879,10473,   12887,268439,244051,79468,66837,520240,1.123343
EURUSD,2018-11-20,157633,204862,15741,   -4227,275695,252104,86638,63000,535707,1.145502
EURUSD,2018-11-27,149719,204790,15042,   -7914,281759,256916,91934,61706,538454,1.133337
EURUSD,2018-12-04,144859,205635,18758,   -4860,289664,257730,92256,63414,545537,1.135486
EURUSD,2018-12-11,146082,202369,15874,    1223,341484,312735,110305,82767,613745,1.135654
EURUSD,2018-12-18,147654,200778,13570,    1572,262111,233982,82376,57381,505711,1.134984
EURUSD,2018-12-24,139059,197514,11791,   -8595,267531,243588,89872,55360,508253,1.137281
EURUSD,2018-12-31,148288,194936,13427,    9229,262426,244448,81845,53175,505986,1.143995
EURUSD,2019-01-08,146271,186804,12391,   -2017,269050,261525,86833,53825,514545,1.147974
EURUSD,2019-01-15,152534,185195,12020,    6263,274438,273918,86060,53919,525052,1.147289
EURUSD,2019-01-22,148652,189658,11417,   -3882,276892,270757,90215,55344,527176,1.136932
EURUSD,2019-01-29,146625,193099,12824,   -2027,278577,263384,89495,58214,527521,1.143001
EURUSD,2019-02-05,145480,197444,8796,   -1145,280451,261152,89141,56476,523868,1.143628
EURUSD,2019-02-12,157170,221070,8323,   11690,283224,245708,89910,63526,538627,1.127904
EURUSD,2019-02-19,145762,220696,10215,  -11408,289392,244078,92027,62407,537396,1.131196
EURUSD,2019-02-26,143847,216302,11062,   -1915,282780,238939,90687,62073,528376,1.136751
EURUSD,2019-03-05,155922,234088,8600,   12075,284662,230006,92569,69059,541753,1.133735
EURUSD,2019-03-12,151857,227602,18180,   -4065,276601,219607,90086,71335,536724,1.125923
EURUSD,2019-03-19,141700,219404,13143,  -10157,251905,191673,76424,58952,483172,1.13362
EURUSD,2019-03-26,139696,219974,9811,   -2004,252484,191685,84813,65334,486804,1.13158
EURUSD,2019-04-02,144973,244157,9499,    5277,258809,183599,84436,60462,497717,1.120574
EURUSD,2019-04-09,140401,242599,10531,   -4572,258102,180785,85770,60889,494804,1.125644
EURUSD,2019-04-16,144867,242890,9996,    4466,260967,186481,83450,59913,499280,1.130493
EURUSD,2019-04-23,148331,253749,10118,    3464,265335,179383,83938,64472,507722,1.125898
EURUSD,2019-04-30,153821,259365,11081,    5490,266740,184120,86293,63369,517935,1.118518
EURUSD,2019-05-07,152633,258738,10037,   -1188,269233,184489,84379,63018,516282,1.120185
EURUSD,2019-05-14,150681,245982,9614,   -1952,262186,186402,81979,62462,504460,1.123255
EURUSD,2019-05-21,149873,250975,9547,    -808,272597,194394,84105,61206,516122,1.116857
EURUSD,2019-05-28,151129,250820,15491,    1256,283460,211782,86718,58705,536798,1.119382
EURUSD,2019-06-04,155771,243322,10612,    4642,266118,205562,84927,57932,517428,1.124632
EURUSD,2019-06-11,149661,236453,14814,   -6110,289197,227051,89138,64492,542810,1.131811
EURUSD,2019-06-18,162795,215125,8882,   13134,250067,222928,82081,56890,503825,1.12246
EURUSD,2019-06-25,159285,215580,13163,   -3510,262025,238416,87434,54748,521907,1.14003
EURUSD,2019-07-02,157122,188855,10902,   -2163,268544,261228,84402,59985,520970,1.128745
EURUSD,2019-07-09,158398,194263,11324,    1276,266303,260339,85354,55453,521379,1.121604
EURUSD,2019-07-16,170487,201838,10095,   12089,269227,265074,86039,58841,535848,1.126177
EURUSD,2019-07-23,173483,212487,9810,    2996,269699,254802,88110,64003,541102,1.120611
EURUSD,2019-07-30,175132,229115,11398,    1649,289310,258340,87184,64171,563024,1.114305
EURUSD,2019-08-06,177988,221998,12529,    2856,272245,248980,82691,61946,545453,1.124379
EURUSD,2019-08-13,167214,213863,13966,  -10774,286585,259479,82842,63299,550607,1.121831
EURUSD,2019-08-20,168455,206432,12588,    1241,278685,262478,83078,61308,542806,1.108316
EURUSD,2019-08-27,173451,212255,12779,    4996,255401,239344,83434,60687,525065,1.110371
EURUSD,2019-09-03,186144,235280,13876,   12693,263544,236079,83390,61719,546954,1.096852
EURUSD,2019-09-10,180535,230377,20866,   -5609,303836,270876,79880,62998,585117,1.104838
EURUSD,2019-09-17,164272,232831,9694,  -16263,252628,207122,76678,53625,503272,1.100594
EURUSD,2019-09-24,160687,221409,11998,   -3585,250286,211326,79641,57879,502612,1.099372
EURUSD,2019-10-01,172258,238236,10181,   11571,247476,206802,82019,56715,511934,1.089966
EURUSD,2019-10-08,162777,238190,11597,   -9481,260777,206186,79487,58665,514638,1.097213
EURUSD,2019-10-15,153261,230127,17090,   -9516,264794,214307,82037,55658,517182,1.102901
EURUSD,2019-10-22,168653,219703,12983,   15392,264350,242340,82559,53519,528545,1.115175
EURUSD,2019-10-29,166540,219895,11596,   -2113,277771,251937,82940,55419,538847,1.109915
EURUSD,2019-11-05,164183,224929,16970,   -2357,297733,265666,84450,55771,563336,1.112855
EURUSD,2019-11-12,170250,227919,10792,    6067,300579,273909,87906,56907,569527,1.103546
EURUSD,2019-11-19,163898,226401,16020,   -6352,310291,278082,87480,57186,577689,1.107236
EURUSD,2019-11-26,169916,231332,10906,    6018,308994,277623,88634,58589,578450,1.101443
EURUSD,2019-12-03,164392,233441,16006,   -5524,321158,285706,88568,54971,590124,1.107911
EURUSD,2019-12-10,164732,232375,22164,     340,363680,325511,95841,66367,646417,1.106499
EURUSD,2019-12-17,165355,231049,11485,     623,288313,244275,77770,56114,542923,1.113697
EURUSD,2019-12-24,160263,233206,13131,   -5092,282401,241064,84600,52994,540395,1.109385
EURUSD,2019-12-31,168852,243197,13523,    8589,285490,245540,89720,55325,557585,1.12023
EURUSD,2020-01-07,164813,226477,12802,   -4039,288408,263100,89917,53561,555940,1.119799
EURUSD,2020-01-14,163881,212063,18084,    -932,297419,288854,91855,52238,571239,1.113573
EURUSD,2020-01-21,168216,215235,17943,    4335,302385,295283,93620,53703,582164,1.109693
EURUSD,2020-01-28,180653,239515,13248,   12437,311346,291195,93546,54835,598793,1.101977
EURUSD,2020-02-04,166925,242005,12963,  -13728,321548,283559,93262,56171,594698,1.106293
EURUSD,2020-02-11,169475,255144,14252,    2550,338132,281706,90585,61342,612444,1.091346
EURUSD,2020-02-18,170586,262093,13588,    1111,340245,282010,93068,59796,617487,1.084011
EURUSD,2020-02-25,157587,271608,22229,  -12999,355329,270784,90418,60942,625563,1.08492
EURUSD,2020-03-03,151904,238607,18922,   -5683,385539,329833,83992,52995,640357,1.114405
EURUSD,2020-03-10,153820,166487,17667,    1916,397574,424702,90090,50295,659151,1.139796
EURUSD,2020-03-17,147133,114638,10612,   -6687,352847,419664,77524,43202,588116,1.116321
EURUSD,2020-03-24,152360,91070,11009,    5227,326218,414867,81499,54140,571086,1.076461
EURUSD,2020-03-31,155047,80800,10205,    2687,315522,415776,70978,44971,551752,1.103047
EURUSD,2020-04-07,161185,81561,7089,    6138,304521,422120,81902,43927,554697,1.08038
EURUSD,2020-04-14,165078,78461,5598,    3893,296805,417530,75880,41772,543361,1.092299
EURUSD,2020-04-21,170378,83160,5961,    5300,297719,413092,72603,44448,546661,1.086484
EURUSD,2020-04-28,167264,87583,11596,   -3114,291497,399179,74725,46724,545082,1.082485
EURUSD,2020-05-05,169272,92973,6642,    2008,290624,393234,75086,48775,541624,1.090429
EURUSD,2020-05-12,171980,93840,6488,    2708,294370,400827,74491,46174,547329,1.080941
EURUSD,2020-05-19,167756,95194,6820,   -4224,295367,397961,77263,47231,547206,1.091512
EURUSD,2020-05-26,175034,99812,7179,    7278,298419,404675,76117,45083,556749,1.0903
EURUSD,2020-06-02,174412,93172,14831,    -622,312787,429985,81354,45396,583384,1.112595
EURUSD,2020-06-09,184669,89020,7615,   10257,316909,450627,83722,45653,592915,1.130557
EURUSD,2020-06-16,187120,69988,6327,    2451,302800,457835,78692,40789,574939,1.133774
EURUSD,2020-06-23,190816,72368,6055,    3696,305405,467945,83145,39053,585421,1.127968
EURUSD,2020-06-30,180387,81432,6615,  -10429,306839,453967,85897,37724,579738,1.12472
EURUSD,2020-07-07,185159,81562,7595,    4772,311843,466973,88744,37211,593341,1.131286
EURUSD,2020-07-14,194252,83340,9211,    9093,309455,471519,92064,40912,604982,1.13455
EURUSD,2020-07-21,204185,79138,15104,    9933,320979,501647,95944,40323,636212,1.145869
EURUSD,2020-07-28,242127,84568,10435,   37942,328605,546114,97798,37848,678965,1.176928
EURUSD,2020-08-04,262109,81461,10965,   19982,332310,573668,99491,38781,704875,1.176332
EURUSD,2020-08-11,266078,66327,10878,    3969,332842,589103,96660,40150,706458,1.173778
EURUSD,2020-08-18,259244,62301,10585,   -6834,332209,591573,102012,39591,704050,1.187648
EURUSD,2020-08-25,262061,50309,10194,    2817,332664,600646,99158,42928,704077,1.179454
EURUSD,2020-09-01,250867,54120,9515,  -11194,340434,592019,97395,42557,698211,1.193902
EURUSD,2020-09-08,248683,51869,12490,   -2184,332939,581988,96670,44435,690782,1.182173
EURUSD,2020-09-15,230695,52119,6226,  -17988,326724,561883,94529,37946,658174,1.187
EURUSD,2020-09-22,247049,56227,6043,   16354,324148,563561,89172,40581,666412,1.1768
EURUSD,2020-09-29,241967,53851,6752,   -5082,319362,554998,87831,40311,655912,1.167883
EURUSD,2020-10-06,231369,57061,5706,  -10598,322277,548547,92783,40821,652135,1.179245
EURUSD,2020-10-13,228295,59658,5397,   -3074,320037,538976,92436,42134,646165,1.181614
EURUSD,2020-10-20,229878,63935,4602,    1583,316168,535679,94019,40451,644667,1.176886
EURUSD,2020-10-27,217443,61888,6911,  -12435,320086,526904,92338,41075,636778,1.180944
EURUSD,2020-11-03,208237,67888,4364,   -9206,329671,516373,85482,39129,627754,1.16428
EURUSD,2020-11-10,202374,67087,4598,   -5863,339154,526728,92867,40580,638993,1.182732
EURUSD,2020-11-17,203551,69591,5891,    1177,338363,522088,90141,40376,637946,1.185944
EURUSD,2020-11-24,206354,68104,7982,    2803,342250,530912,87980,37568,644566,1.184273
EURUSD,2020-12-01,207302,67408,6571,     948,345848,536756,94536,43522,654257,1.193816
EURUSD,2020-12-08,222521,66092,12263,   15219,349005,562077,99562,42919,683351,1.211314
EURUSD,2020-12-15,218710,76877,3774,   -3811,338345,537607,96217,38788,657046,1.21489
EURUSD,2020-12-21,222443,78541,5128,    3733,339342,538743,92586,37087,659499,1.221613
EURUSD,2020-12-29,222848,79772,4443,     405,348773,550545,95579,36883,671643,1.222345
EURUSD,2021-01-05,224832,81841,4404,    1984,349449,550714,94847,36573,673532,1.22516
EURUSD,2021-01-12,228757,72867,5690,    3925,345185,560987,98320,38408,677952,1.21607
EURUSD,2021-01-19,236533,73067,4706,    7776,337268,559646,98008,39096,676515,1.207729
EURUSD,2021-01-26,238099,72755,4888,    1566,339228,559856,95217,39933,677432,1.214624
EURUSD,2021-02-02,216887,79884,8963,  -21212,354432,543240,95238,43433,675520,1.206869
EURUSD,2021-02-09,220943,80721,7867,    4056,349377,541364,94929,43164,673116,1.20536
EURUSD,2021-02-16,222895,82889,7224,    1952,352756,546512,92886,39136,675761,1.21322
EURUSD,2021-02-23,228501,90136,6637,    5606,366500,560917,95278,39226,696916,1.21668
EURUSD,2021-03-02,222655,96667,10341,   -5846,374362,550290,90871,40931,698229,1.20511
EURUSD,2021-03-09,207588,105624,15616,  -15067,402394,559836,96525,41047,722123,1.185171
EURUSD,2021-03-16,195857,105881,6465,  -11731,349395,484374,87260,42257,638977,1.192577
EURUSD,2021-03-23,195500,102178,7134,    -357,350520,488553,88274,43563,641428,1.193303
EURUSD,2021-03-30,194763,121024,7445,    -737,351292,472620,91621,44032,645121,1.177101
EURUSD,2021-04-06,192230,124708,6347,   -2533,354401,464142,89693,47474,642671,1.181893
EURUSD,2021-04-13,190640,123789,7954,   -1590,361380,471014,88707,45924,648681,1.191469
EURUSD,2021-04-20,197137,116329,7267,    6497,365754,494986,91482,43058,661640,1.204529
EURUSD,2021-04-27,200415,119448,7036,    3278,368662,504495,95959,41093,672072,1.208167
EURUSD,2021-05-04,206472,121643,9059,    6057,364947,507105,96919,39590,677397,1.206127
EURUSD,2021-05-11,223387,129480,9909,   16915,357792,522697,106123,35125,697211,1.214093
EURUSD,2021-05-18,232330,132472,7799,    8943,378241,551145,109261,36215,727631,1.215687
EURUSD,2021-05-25,236103,132103,8689,    3773,381869,561735,111477,35611,738138,1.221464
EURUSD,2021-06-01,237360,128038,7664,    1257,384998,568512,112057,37865,742079,1.223287
EURUSD,2021-06-08,232103,124890,14468,   -5257,382766,565245,113822,38556,743159,1.219363
EURUSD,2021-06-15,210816,92630,2607,  -21287,381409,563500,99890,35985,694722,1.212224
EURUSD,2021-06-22,207863,118806,6479,   -2953,383894,528473,96568,41046,694804,1.191256
EURUSD,2021-06-29,209058,121912,6245,    1195,387635,524237,94487,45031,697425,1.19289
EURUSD,2021-07-06,212998,135808,5895,    3940,386189,510347,94301,47333,699383,1.18638
EURUSD,2021-07-13,212851,153138,5935,    -147,378329,479700,91837,50179,688952,1.186521
EURUSD,2021-07-20,208669,162847,6196,   -4182,379176,461577,89034,52455,683075,1.179384
EURUSD,2021-07-27,202245,164119,9324,   -6424,373953,453802,92486,50763,678008,1.180777
EURUSD,2021-08-03,199067,161060,8571,   -3178,374123,453158,92730,51702,674491,1.187465
EURUSD,2021-08-10,212809,178952,8072,   13742,388866,458925,92351,56149,702098,1.173847
EURUSD,2021-08-17,233529,175889,7532,   20720,383684,456767,70047,54604,694792,1.177995
EURUSD,2021-08-24,194169,169539,9975,  -39360,403032,460425,91371,58608,698547,1.174453
EURUSD,2021-08-31,190593,180117,14682,   -3576,404630,456842,95205,53469,705110,1.17969
EURUSD,2021-09-07,189904,163596,10823,    -689,397755,471071,98252,51244,696734,1.187507
EURUSD,2021-09-14,186554,158749,7685,   -3350,368593,434853,90270,51815,653102,1.181195
EURUSD,2021-09-21,189406,177311,7484,    2852,381122,425371,85507,53353,663519,1.17302
EURUSD,2021-09-28,195043,194171,7398,    5637,378476,408900,87150,57598,668067,1.16968
EURUSD,2021-10-05,196819,219153,9674,    1776,396534,405021,90564,59743,693591,1.161845
EURUSD,2021-10-12,202512,220910,7860,    5693,396224,405177,88733,61382,695329,1.155375
EURUSD,2021-10-19,193320,205427,8653,   -9192,389682,407255,87763,58083,679418,1.161386
EURUSD,2021-10-26,196880,208136,8906,    3560,387905,404160,86683,59172,680374,1.16117
EURUSD,2021-11-02,191496,197634,9486,   -5384,392882,415610,84160,55294,678024,1.159958
EURUSD,2021-11-09,192544,188771,12175,    1048,389822,421863,83827,55559,678368,1.159152
EURUSD,2021-11-16,198181,202007,12990,    5637,404266,431251,90261,59450,705698,1.136648
EURUSD,2021-11-23,204214,220666,13186,    6033,403595,420430,90690,57403,711685,1.124215
EURUSD,2021-11-30,191048,214288,13922,  -13166,407774,418645,92665,58554,705409,1.129344
EURUSD,2021-12-07,194869,203168,16253,    3821,418656,438831,86435,57961,716213,1.128668
EURUSD,2021-12-14,189530,201409,13933,   -5339,378079,394668,80169,51701,661711,1.128541
EURUSD,2021-12-21,196595,206757,14873,    7065,381670,397296,79101,53313,672239,1.127752
EURUSD,2021-12-28,198617,205251,13060,    2022,384857,403390,76739,51572,673273,1.133003
EURUSD,2022-01-04,199073,200627,9374,     456,388742,415200,81029,53017,678218,1.130224
EURUSD,2022-01-11,204361,198356,8748,    5288,389191,422581,79993,52608,682293,1.133042
EURUSD,2022-01-18,211901,187317,10708,    7540,389617,440081,79656,53776,691882,1.141057
EURUSD,2022-01-25,213408,181848,11117,    1507,379154,435412,79273,54575,682952,1.132413
EURUSD,2022-02-01,213563,183847,11388,     155,376805,434272,83675,55924,685431,1.122965
EURUSD,2022-02-08,218973,180131,10974,    5410,382426,455678,87725,53315,700098,1.144296
EURUSD,2022-02-15,217899,170318,11201,   -1074,383827,468884,89120,51644,702047,1.130633
EURUSD,2022-02-22,214195,154889,13570,   -3704,379583,477633,89334,50590,696682,1.130966
EURUSD,2022-03-01,228385,163446,17009,   14190,390260,485365,84321,54155,719975,1.121592
EURUSD,2022-03-08,242683,183839,23926,   14298,386654,470527,85727,60698,738990,1.086531
EURUSD,2022-03-15,202040,183246,19526,  -40643,369253,411882,75191,51356,666010,1.094319
EURUSD,2022-03-22,207051,183208,18304,    5011,357492,403870,75970,53435,658817,1.101722
EURUSD,2022-03-29,200043,178669,17888,   -7008,364163,411511,80321,54347,662415,1.099384
EURUSD,2022-04-05,210914,183544,17589,   10871,357140,406757,77946,55699,663589,1.097586
EURUSD,2022-04-12,221645,182585,17944,   10731,359853,420603,79165,57475,678607,1.087796
EURUSD,2022-04-19,221003,189702,15067,    -642,362930,412656,76939,58514,675939,1.078179
EURUSD,2022-04-26,222993,200792,15107,    1990,368280,414387,82069,58163,688449,1.071421
EURUSD,2022-05-03,208449,214827,14988,  -14544,383222,407808,88267,57303,694926,1.050906
EURUSD,2022-05-10,228230,211701,15852,   19781,376043,419069,84921,58424,705046,1.05658
EURUSD,2022-05-17,230770,210431,18374,    2540,372113,423630,85455,54277,706712,1.043896
EURUSD,2022-05-24,237072,198142,17629,    6302,366345,438945,87892,54222,708938,1.068205
EURUSD,2022-05-31,236553,184281,17192,    -519,365434,450620,87138,54224,706317,1.077354
EURUSD,2022-06-07,230248,179705,43813,   -6305,365628,453817,90978,53332,730667,1.069141
EURUSD,2022-06-14,206986,213004,15196,  -23262,361159,389654,84823,50310,668164,1.041515
EURUSD,2022-06-21,195554,211159,17261,  -11432,373695,391877,85208,51421,671718,1.052078
EURUSD,2022-06-28,189414,200010,18121,   -6140,380084,399896,83853,53445,671472,1.058089
EURUSD,2022-07-05,197138,213990,16455,    7724,377654,386290,82525,57037,673772,1.043319
EURUSD,2022-07-12,197240,222484,16358,     102,385039,379279,83394,63910,682031,1.004753
EURUSD,2022-07-19,195875,238620,17564,   -1365,397991,380561,82676,57361,694106,1.014518
EURUSD,2022-07-26,198041,239625,19989,    2166,393062,374406,83007,60079,694099,1.022495
EURUSD,2022-08-02,191692,230503,17884,   -6349,391841,376321,82466,59175,683883,1.026136
EURUSD,2022-08-09,200088,234624,18823,    8396,394543,380141,78944,58810,692398,1.019763
EURUSD,2022-08-16,199226,242010,19297,    -862,400458,379542,79589,57721,698570,1.016198
EURUSD,2022-08-23,210825,254934,17992,   11599,406701,382394,82403,62601,717921,0.993947
EURUSD,2022-08-30,202258,249934,25268,   -8567,411684,382824,80871,62055,720081,1.001402
EURUSD,2022-09-06,205277,241626,23448,    3019,409460,389850,83493,66754,721678,0.995223
EURUSD,2022-09-13,207778,219615,35296,    2501,410364,421787,88806,65546,742244,1.012956
EURUSD,2022-09-20,206564,173115,20951,   -1214,354891,407201,75546,56685,657952,1.002959
EURUSD,2022-09-27,208736,174939,18485,    2172,348374,406814,78547,53904,654142,0.962371
EURUSD,2022-10-04,199391,155709,18075,   -9345,348817,405665,74175,61009,640458,0.983207
EURUSD,2022-10-11,196136,158637,17465,   -3255,349091,409252,76656,53994,639348,0.971006
EURUSD,2022-10-18,202703,154553,14505,    6567,347078,417655,76183,53756,640469,0.98464
EURUSD,2022-10-25,226734,151825,17146,   24031,346949,440781,75890,56967,666719,0.98865
EURUSD,2022-11-01,239770,133980,15533,   13036,339364,468183,77062,54033,671729,0.988631
EURUSD,2022-11-08,232317,124718,18228,   -7453,339218,470981,78139,53975,667902,1.001863
EURUSD,2022-11-15,239369,126703,13671,    7052,343388,494961,86147,47240,682575,1.031928
EURUSD,2022-11-22,239598,116486,12681,     229,345848,503792,82746,47914,680873,1.024569
EURUSD,2022-11-29,241122,118875,15882,    1524,356905,511490,81867,49529,695776,1.034554
EURUSD,2022-12-06,245063,120180,18255,    3941,363169,523174,85050,49928,711537,1.049692
EURUSD,2022-12-13,236415,111700,28262,   -8648,414090,571467,94033,61371,772800,1.054174
EURUSD,2022-12-20,249149,106877,12941,   12734,379011,565025,84867,41125,725968,1.061458
EURUSD,2022-12-27,251887,105725,13598,    2738,379076,565896,83826,43168,728387,1.064022
EURUSD,2023-01-03,222543,92628,14417,  -29344,389861,563942,85209,41043,712030,1.067771
EURUSD,2023-01-10,238623,103641,15490,   16080,400775,582985,91275,44047,746163,1.073318
EURUSD,2023-01-17,228279,101295,14650,  -10344,416510,595584,94476,42386,753915,1.083013
EURUSD,2023-01-24,237743,103394,13780,    9464,429253,615703,96793,44692,777569,1.087429
EURUSD,2023-01-31,246755,96246,13556,    9012,440756,644345,95671,42591,796738,1.085069
EURUSD,2023-02-07,238338,73300,14054,   -8417,438393,650139,90502,43794,781287,1.073076
EURUSD,2023-02-14,236574,72668,14096,   -1764,444388,656178,93575,45691,788633,1.073042
EURUSD,2023-02-21,236414,71346,17122,    -160,444658,658476,91704,42954,789898,1.068262
EURUSD,2023-02-28,240766,78567,18401,    4352,451634,663537,93162,43458,803963,1.061121
EURUSD,2023-03-07,233880,85432,31753,   -6886,458256,660884,97168,42988,821057,1.068833
EURUSD,2023-03-14,222313,82357,16294,  -11567,418829,605698,87967,41054,745403,1.072501
EURUSD,2023-03-21,215825,70983,16122,   -6488,417802,608973,87688,41359,737437,1.071915
EURUSD,2023-03-28,222918,77893,13319,    7093,410545,601793,85724,39501,732506,1.080707
EURUSD,2023-04-04,225416,82023,15007,    2498,415104,609891,91568,40174,747095,1.091227
EURUSD,2023-04-11,244180,80842,14446,   18764,411456,623521,89357,40630,759439,1.09252
EURUSD,2023-04-18,242369,78008,15983,   -1811,417586,630871,90436,41512,766374,1.09827
EURUSD,2023-04-25,243516,74116,15747,    1147,418842,643279,94777,39740,772882,1.09781
EURUSD,2023-05-02,246832,73343,20000,    3316,418940,640643,93686,45472,779458,1.10172
EURUSD,2023-05-09,260335,80913,19461,   13503,418410,652670,96515,41677,794721,1.0969
